px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
48.1608	17.301	3.18986	0.166262	-0.250066	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.705129
48.1351	17.2856	3.06564	0.126771	-0.326042	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.472801
50.6306	19.0506	2.92929	0.792655	0.310718	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	1.87459
50.6095	19.0238	3.03293	0.683772	0.136461	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.538275
53.6822	19.8931	3.03717	0.0331119	-0.379196	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	2.04135
53.6554	19.8817	3.00623	0.0276716	-0.395886	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.22836
56.0701	21.0654	2.71552	0.462061	0.136024	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	2.43866
56.0357	21.0471	2.74381	0.435074	0.107027	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.4717
58.641	21.7805	2.82389	0.182932	-0.125595	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.498535
58.6438	21.7877	2.89529	0.211533	-0.0800138	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.108906
60.8801	22.7817	2.83519	0.473959	0.136454	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.242699
60.852	22.7708	2.81725	0.471217	0.136735	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.227931
63.3706	23.4116	2.82439	0.161074	-0.147258	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.367079
63.4538	23.4369	2.77251	0.115908	-0.20839	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.10147
66.2996	23.9854	2.92573	0.252767	0.0158336	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	1.15802
66.2137	23.9538	2.64399	0.190261	-0.0777646	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.67635
68.2733	24.3588	2.58835	0.173919	-0.0390439	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.0917888
68.356	24.3901	2.63112	0.193315	-0.0214544	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.92998
70.8085	24.8787	2.71666	0.223651	0.0112177	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.239858
70.7765	24.8631	2.53164	0.17494	-0.0631094	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.742644
72.8985	24.7211	2.51489	-0.162803	-0.23557	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.154741
72.9452	24.7362	2.51656	-0.17	-0.255602	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.656296
75.0344	25.2313	2.18674	0.238507	0.156268	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	1.66284
75.0161	25.2263	2.15181	0.22907	0.145148	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0874054
77.1125	24.9451	2.21207	-0.277438	-0.266863	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.714784
77.1358	24.9445	2.17833	-0.33368	-0.353279	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.247532
79.1126	25.0027	1.94452	0.0350879	0.0980544	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.6076
79.1166	25.0062	1.92881	0.0302345	0.0830715	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.0348036
80.8067	24.8739	1.95086	-0.0524871	-0.0205782	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.0487105
80.8512	24.8775	1.86924	-0.129993	-0.150575	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.31975
82.5981	24.6372	1.95222	-0.140461	-0.0622733	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.214694
82.5789	24.625	1.86937	-0.225429	-0.194511	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.281875
84.1725	24.5374	1.79793	-0.05013	0.0310233	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.282097
84.1742	24.5378	1.75906	-0.0761536	-0.0176199	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.107781
85.6448	23.8235	1.79271	-0.560143	-0.302317	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.393984
85.6992	23.8453	1.83942	-0.495292	-0.22478	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.847443
86.9858	23.4849	1.47686	-0.362037	-0.0193193	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	1.47964
87.0822	23.5184	1.50458	-0.331187	-0.0440685	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.53601
88.7396	22.804	1.87559	-0.373209	-0.0376335	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	2.06016
88.6787	22.7778	1.79985	-0.509301	-0.210841	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	0.896594
89.5825	22.261	1.34629	-0.658188	-0.195605	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	2.85869
89.6255	22.2751	1.36753	-0.625291	-0.173724	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.558761
90.5243	21.6501	1.24573	-0.650112	-0.0859812	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.189532
90.6108	21.6783	1.30847	-0.491625	0.0887066	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.72589
91.7063	21.1173	1.35846	-0.384698	0.100527	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0372857
91.7583	21.1279	1.34185	-0.435837	-0.0221031	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	1.9901
92.858	20.9362	1.2694	-0.0998615	0.189744	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.291442
92.9143	20.9575	1.20156	-0.111589	0.112097	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.67623
93.5384	20.2508	0.99394	-0.803685	-0.35645	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	2.41645
93.5926	20.2904	1.08369	-0.59925	-0.112535	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.05841
95.1762	19.6812	1.67949	-0.00109706	0.336722	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	6.50318
95.0024	19.6684	1.35221	-0.270713	0.0428716	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	6.75635
95.5808	19.6795	1.01353	-0.081607	0.128293	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	2.15653
95.5745	19.6782	0.959675	-0.108799	0.090503	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0931872
96.2812	19.1888	0.93742	-0.631849	-0.261042	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.633632
96.3234	19.2076	0.995429	-0.533582	-0.159153	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.507882
97.4441	18.7369	1.30411	-0.23315	0.119032	97.5286	18.727	97.45	18.506	0.868716	-0.503009	2.027
97.4181	18.7304	1.23145	-0.330942	-0.00632317	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.358348
98.2325	18.3707	1.14483	-0.377043	-0.030272	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.139444
98.2439	18.3681	1.10678	-0.434603	-0.122253	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.350486
99.0242	17.3885	1.28112	-1.10012	-0.429202	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.743543
99.0473	17.4345	1.28919	-0.752113	0.0169507	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.23176
99.9929	16.9561	1.14896	-0.405011	0.207816	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.551199
100.056	16.9717	1.14548	-0.393999	0.162184	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.91453
101.165	16.5435	1.30821	-0.227638	0.162881	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.429035
101.144	16.5348	1.2258	-0.320125	0.0442431	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.307554
102.348	16.3934	1.34518	0.0472709	0.230536	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.543601
102.271	16.3824	1.20305	-0.0197973	0.169514	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.49938
103.043	15.4022	1.08428	-1.10038	-0.542555	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.74267
102.994	15.4665	1.14274	-0.653827	0.0051219	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	2.86985
104.078	15.2355	1.13103	-0.0394945	0.366934	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.20869
104.05	15.2212	1.16794	-0.0607322	0.369735	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.703745
105.482	14.4739	1.46905	-0.770427	-0.270155	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	2.6956
105.446	14.4977	1.50457	-0.591507	-0.0501304	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.820767
106.801	14.0336	1.52154	-0.213906	0.211053	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.626781
106.75	14.023	1.51315	-0.234845	0.218247	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.05551
108.074	13.6653	1.5714	-0.147342	0.138369	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0672018
108.087	13.6686	1.60133	-0.126528	0.163679	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0506469
109.521	13.5707	1.65561	0.0454615	0.168049	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0651574
109.484	13.5652	1.59838	0.0287282	0.152447	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.358291
111.047	12.6117	1.68341	-0.875413	-0.475027	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.68407
111.126	12.6791	1.83707	-0.513073	0.0107824	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	3.04608
112.883	12.4612	1.78868	0.0603038	0.363738	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.21175
112.88	12.4579	1.80737	0.0571429	0.363461	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.0532883
114.764	12.5498	1.967	0.131571	0.179048	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.732092
114.785	12.5515	1.94842	0.125545	0.175502	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.169437
116.669	12.1177	1.99327	-0.371526	-0.229779	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0.76652
116.709	12.147	2.15102	-0.219086	-0.00960431	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.988695
118.9	11.9967	2.33094	0.0759267	0.185391	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	1.05378
118.893	11.9988	2.28504	0.0758171	0.183348	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.0658778
120.702	12.293	2.25423	0.262995	0.186282	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0308589
120.744	12.2962	2.27967	0.25765	0.179225	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.442572
123.49	12.8153	2.59836	0.0496583	-0.0690572	123.568	12.8297	122.95	12.5114	2.29835	0.246599	3.49665
123.421	12.8061	2.50788	0.0552634	-0.0723453	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.19254
124.934	12.7769	2.32457	-0.064897	-0.104701	124.894	12.7743	125.242	12.8125	2.37624	0.369827	1.14788
125.029	12.7944	2.5219	-0.00749541	-0.0177025	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.45357
127.8	13.3162	2.72449	0.386948	0.240835	127.853	13.3273	127.609	13.2365	2.44434	0.495787	1.8965
127.744	13.3075	2.72539	0.365774	0.213926	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.875159
129.957	13.7105	2.6011	0.195025	-0.024694	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.404305
130.024	13.715	2.57334	0.182203	-0.0231125	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.38988
132.095	14.5016	2.5768	0.414256	0.138217	132.092	14.507	132.53	14.458	2.55028	0.74543	0.110537
132.164	14.5003	2.69231	0.346727	0.035628	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.19598
135.014	15.0392	2.9084	0.0252024	-0.192583	135.074	15.0475	135.066	15.2513	2.58865	0.863795	1.81309
135.021	15.0336	2.82012	0.00158627	-0.227949	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.240363
137.556	16.1969	2.79696	0.621726	0.309446	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.1782
137.585	16.1735	2.9674	0.447295	0.0212706	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.972994
140.303	17.0071	3.02553	0.197638	-0.156447	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.421537
140.313	17.008	3.01577	0.198141	-0.152575	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0640839
142.886	17.9845	3.05104	0.390633	0.0685183	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.211138
142.841	17.9782	3.04889	0.3852	0.0591324	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.512034
145.382	19.1579	3.09892	0.445755	0.0595586	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0630112
145.463	19.1668	3.14176	0.420578	0.0335397	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.69891
148.224	20.4662	3.26519	0.418592	0.00978998	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.377785
148.212	20.4703	3.17131	0.485568	0.126716	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.254582
150.674	22.1073	3.23878	0.639355	0.143331	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.099398
150.671	22.0996	3.2934	0.565179	0.00899203	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.201946
153.409	23.4906	3.30018	0.404823	-0.100783	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.127022
153.389	23.4884	3.20515	0.473894	0.023913	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.331883
156.036	24.8051	3.24666	0.437192	-0.0153947	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0758393
156.026	24.8113	3.11508	0.528568	0.144338	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.473936
158.872	26.0212	3.20769	0.326836	-0.0795372	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.744142
158.902	26.0253	3.20003	0.325478	-0.0720894	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.260991
161.414	27.42	3.22997	0.547563	0.116233	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.155398
161.444	27.4316	3.18092	0.596513	0.201897	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.407002
163.648	28.7906	2.99275	0.609007	0.0827101	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.512123
163.754	28.8036	3.07083	0.542854	-0.00160003	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.80958
166.755	30.1799	3.36475	0.302274	-0.157987	166.828	30.2062	166.809	30.0721	2.63006	1.22694	2.2333
166.719	30.1712	3.18754	0.365674	-0.0475871	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.875469
169.105	31.3709	3.16622	0.477325	0.0543695	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0861378
169.124	31.3777	3.12044	0.509652	0.111057	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.198624
172.137	32.332	3.21673	0.173054	-0.177872	172.175	32.3404	172.079	32.3873	2.58945	1.06126	1.04828
172.141	32.3265	3.08566	0.163457	-0.189258	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.398974
174.647	33.4525	3.07196	0.485356	0.137887	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.443221
174.628	33.4566	2.99	0.534869	0.219822	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.192656
177.039	34.2197	2.83421	0.304873	-0.0660001	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.602206
177.05	34.2192	2.74696	0.317484	-0.0341021	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.277065
180.089	35.1284	3.0038	0.222556	-0.0712534	180.145	35.1423	179.799	35.1289	2.47883	0.732949	2.24288
179.993	35.1099	2.79588	0.250022	-0.0396448	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.56937
182.583	35.749	2.87503	0.224628	-0.029911	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.227908
182.497	35.7337	2.70961	0.23782	-0.0126375	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.98558
184.73	36.5118	2.72548	0.369364	0.0779563	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.039409
184.727	36.5198	2.55382	0.431429	0.177815	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.546314
186.941	36.9501	2.5102	0.137659	-0.11816	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.379674
187.005	36.9616	2.5314	0.119845	-0.130013	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.07978
189.444	37.3988	2.62761	0.196633	0.00194132	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.395358
189.474	37.4062	2.48693	0.207148	0.0108081	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.779208
191.726	37.5658	2.52935	0.0108457	-0.118477	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.121972
191.698	37.5529	2.3998	-0.0359899	-0.192239	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.431436
193.492	37.2778	2.30726	-0.251229	-0.208937	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.231063
193.507	37.2801	2.30335	-0.255631	-0.220933	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.0766516
195.936	37.3909	2.39683	0.218689	0.220738	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.81547
195.841	37.3911	2.14366	0.219025	0.2356	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.62731
197.717	37.7322	2.17285	0.233096	0.0959558	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.0990935
197.672	37.7245	2.07123	0.237759	0.104558	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.559525
199.312	37.3091	1.94256	-0.319484	-0.299761	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.99733
199.321	37.3092	1.93745	-0.330078	-0.314486	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0267363
201.468	37.0027	2.174	0.00201682	0.105329	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	2.58918
201.357	36.9899	1.93567	-0.106887	-0.0457478	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.97933
202.963	36.4631	1.95941	-0.374293	-0.182003	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.0803725
202.922	36.4413	1.85896	-0.500397	-0.363321	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.593131
204.053	36.1398	1.40455	-0.490271	-0.154565	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	2.59288
204.05	36.1361	1.50131	-0.351245	0.103214	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.39724
